141,4006404;1585,896647;19329,12522;234533,5856;2850856,755;34645425,02;421042366,3;5116871155;62184675831;7,55722E+11;9,1842E+12;1,11614E+14;1,35643E+15;1,64846E+16;2,00335E+17;2,43464E+18;2,95879E+19;3,59578E+20;4,36991E+21;5,31069E+22;6,45401E+23;7,84348E+24;9,53208E+25;1,15842E+27;1,40781E+28;1,7109E+29;2,07923E+30;2,52686E+31;3,07087E+32;3,73198E+33;4,53543E+34;5,51185E+35;6,69848E+36;8,14058E+37;9,89314E+38;1,2023E+40
121,3244794;1399,588645;16821,18305;204082,2508;2480136,321;30140926,21;366299219,4;4451586321;54099552272;6,57465E+11;7,99009E+12;9,71025E+13;1,18007E+15;1,43413E+16;1,74288E+17;2,1181E+18;2,5741E+19;3,12826E+20;3,80174E+21;4,62021E+22;5,61488E+23;6,82369E+24;8,29274E+25;1,00781E+27;1,22477E+28;1,48845E+29;1,80889E+30;2,19833E+31;2,6716E+32;3,24676E+33;3,94574E+34;4,79521E+35;5,82756E+36;7,08216E+37;8,60685E+38;1,04598E+40
126,9587784;1659,448024;20099,95888;244546,9901;2971939,16;36118019,65;438936913,5;5334344039;64827591083;7,87841E+11;9,57453E+12;1,16358E+14;1,41408E+15;1,71852E+16;2,08849E+17;2,53812E+18;3,08454E+19;3,74861E+20;4,55563E+21;5,5364E+22;6,72832E+23;8,17683E+24;9,9372E+25;1,20766E+27;1,46765E+28;1,78361E+29;2,1676E+30;2,63426E+31;3,20138E+32;3,8906E+33;4,72819E+34;5,74611E+35;6,98317E+36;8,48656E+37;1,03136E+39;1,2534E+40
155,3502136;1913,608991;23482,25446;284884,2838;3462338,507;42077300,27;511361394,7;6214507661;75524107648;9,17835E+11;1,11543E+13;1,35557E+14;1,64741E+15;2,00207E+16;2,43309E+17;2,95691E+18;3,59349E+19;4,36712E+20;5,30731E+21;6,4499E+22;7,83848E+23;9,52601E+24;1,15768E+26;1,40692E+27;1,70981E+28;2,07791E+29;2,52526E+30;3,06891E+31;3,72961E+32;4,53254E+33;5,50834E+34;6,69421E+35;8,13539E+36;9,88684E+37;1,20153E+39;1,46021E+40
144,4447075;1956,567518;23511,63852;285655,4429;3470651,449;42178750,49;512592368,7;6229470653;75705948254;9,20045E+11;1,11812E+13;1,35883E+14;1,65137E+15;2,00689E+16;2,43895E+17;2,96403E+18;3,60214E+19;4,37764E+20;5,32009E+21;6,46543E+22;7,85736E+23;9,54894E+24;1,16047E+26;1,41031E+27;1,71393E+28;2,08291E+29;2,53134E+30;3,0763E+31;3,73859E+32;4,54346E+33;5,5216E+34;6,71033E+35;8,15498E+36;9,91064E+37;1,20443E+39;1,46373E+40
154,3735228;1934,551838;23306,17053;283151,3239;3440725,238;41815519,02;508177971;6175822400;75053967148;9,12121E+11;1,10849E+13;1,34713E+14;1,63715E+15;1,98961E+16;2,41795E+17;2,9385E+18;3,57112E+19;4,33994E+20;5,27427E+21;6,40975E+22;7,78969E+23;9,46671E+24;1,15048E+26;1,39816E+27;1,69917E+28;2,06497E+29;2,50954E+30;3,04981E+31;3,70639E+32;4,50433E+33;5,47405E+34;6,65254E+35;8,08475E+36;9,82529E+37;1,19405E+39;1,45112E+40
133,8634117;1759,76591;21453,04378;260750,966;3168954,728;38512153,59;468032852,3;5687942391;69124825732;8,40065E+11;1,02092E+13;1,24071E+14;1,50782E+15;1,83243E+16;2,22693E+17;2,70636E+18;3,28901E+19;3,99709E+20;4,85761E+21;5,90339E+22;7,17432E+23;8,71885E+24;1,05959E+26;1,28771E+27;1,56493E+28;1,90184E+29;2,31129E+30;2,80888E+31;3,41359E+32;4,14849E+33;5,04161E+34;6,127E+35;7,44607E+36;9,04911E+37;1,09973E+39;1,33648E+40
154,5890492;1888,467817;23178,98281;281365,6415;3419513,605;41556115,95;505026868;6137525274;74588551824;9,06465E+11;1,10162E+13;1,33878E+14;1,627E+15;1,97727E+16;2,40295E+17;2,92028E+18;3,54898E+19;4,31303E+20;5,24156E+21;6,37E+22;7,74138E+23;9,408E+24;1,14334E+26;1,38949E+27;1,68863E+28;2,05217E+29;2,49397E+30;3,03089E+31;3,68341E+32;4,4764E+33;5,44011E+34;6,61129E+35;8,03461E+36;9,76436E+37;1,18665E+39;1,44212E+40
110,4487978;1459,21274;17731,03699;215473,8321;2618723,037;31825037,41;386765240,4;4700307731;57122231275;6,94199E+11;8,43651E+12;1,02528E+14;1,24601E+15;1,51426E+16;1,84026E+17;2,23644E+18;2,71792E+19;3,30305E+20;4,01415E+21;4,87835E+22;5,92859E+23;7,20494E+24;8,75607E+25;1,06411E+27;1,2932E+28;1,57161E+29;1,90996E+30;2,32115E+31;2,82087E+32;3,42816E+33;4,1662E+34;5,06313E+35;6,15316E+36;7,47785E+37;9,08774E+38;1,10442E+40
135,3142718;1590,641515;19102,67259;232098,8343;2820932,911;34282698,87;416633257,2;5063288719;61533493073;7,47809E+11;9,08802E+12;1,10446E+14;1,34223E+15;1,6312E+16;1,98237E+17;2,40915E+18;2,92781E+19;3,55813E+20;4,32415E+21;5,25508E+22;6,38643E+23;7,76134E+24;9,43226E+25;1,14629E+27;1,39307E+28;1,69298E+29;2,05746E+30;2,5004E+31;3,03871E+32;3,6929E+33;4,48794E+34;5,45413E+35;6,62834E+36;8,05533E+37;9,78954E+38;1,18971E+40
153,898943;1790,554459;21855,7517;265848,9241;3231181,276;39268098,59;477220111,3;5799593458;70481708183;8,56555E+11;1,04096E+13;1,26507E+14;1,53742E+15;1,8684E+16;2,27065E+17;2,75949E+18;3,35357E+19;4,07555E+20;4,95296E+21;6,01927E+22;7,31514E+23;8,89E+24;1,08039E+26;1,31298E+27;1,59565E+28;1,93918E+29;2,35666E+30;2,86401E+31;3,4806E+32;4,22993E+33;5,14057E+34;6,24727E+35;7,59223E+36;9,22674E+37;1,12131E+39;1,36272E+40
130,2785263;1878,377536;22856,75663;277840,231;3375823,218;41026666,88;498591117,9;6059314857;73638065900;8,94914E+11;1,08758E+13;1,32172E+14;1,60627E+15;1,95208E+16;2,37233E+17;2,88307E+18;3,50375E+19;4,25806E+20;5,17477E+21;6,28883E+22;7,64274E+23;9,28812E+24;1,12877E+26;1,37178E+27;1,66711E+28;2,02602E+29;2,46219E+30;2,99227E+31;3,63647E+32;4,41935E+33;5,37078E+34;6,52704E+35;7,93223E+36;9,63994E+37;1,17153E+39;1,42374E+40
